gid_nba,game_date,xid_possession,xid_chance,team_nba_off,team_nba_def,period,gameClock_start,gameClock_end,startType,outcome,score_margin,ptsScored_team,shot_fga,shot_fg,shot_fga3,shot_fg3,shot_qSP,shot_m_region,fouls_def,fouls_def_shooting,fta,fta_shooting,team_nba_winner
22200241,11/20/2022,4928f7af-a8ef-5726-928f-a7ab46a2e6d3,ff71b512-111e-5eb5-a8b7-313f7545d963,CHA,WAS,4,8.4,5.58,SLOB,FGM,-3,2,1,1,0,0,63.0735857,RA,,,,,WAS
22200488,12/23/2022,36d28f55-331c-549f-963f-8d58e122de66,730a32e9-490c-5329-b355-b39530ba8ee3,OKC,NOP,5,8.7,6.32,BLOB,FGX,-3,0,1,0,0,0,44.07998318,NRA,,,,,NOP
22200743,1/28/2023,bb5bd257-b712-5bf8-ad73-5b9766a53351,b7eda772-ff66-515b-a3af-fbb9c46518e7,DET,HOU,4,18.5,9.52,FTM,FGM,-3,2,1,1,0,0,48.60006647,NRA,,,,,HOU
22200879,2/15/2023,52ef83ce-b176-55bf-a534-7b259b0d2024,f59df444-d11b-5679-b0bd-5b274cad7666,UTA,MEM,4,23.96,13.6,FGDRB,TO,-3,0,,,,,,,,,,,MEM
22200902,2/24/2023,a71dc042-836f-506a-b59a-61ff336b8c33,bd26f314-17db-57df-b849-cd0bdb9cbc40,SAC,LAC,4,15.2,9.98,SLOB,FGM,-3,2,1,1,0,0,63.54552273,RA,,,,,SAC
22201210,4/7/2023,674ae62e-e199-5602-ac47-39087ef798a9,171a6715-9afe-5bbb-b7a2-4e1d9684c2b0,DAL,CHI,4,17.8,9.22,FTDRB,FGX3,-3,0,1,0,1,0,27.05997513,ATB,,,,,CHI
22201180,4/4/2023,641c05e0-5076-5064-9f6f-543f753cda01,be3bc406-af53-5fdb-bb28-0ee2d3b4253d,BKN,MIN,4,12.64,8.78,SLOB,FGX3,-3,0,1,0,1,0,14.75018458,ATB,,,,,MIN
22201225,4/9/2023,ae5ce2dc-3761-5e47-9428-1889f8c904bf,d8cdd10b-5d26-53c7-a089-7637202dc672,NOP,MIN,4,15.2,10.72,SLOB,FGX,-3,0,1,0,0,0,61.71973897,RA,,,,,MIN
22200257,11/22/2022,7a2fb648-b81a-5de1-9483-df4b012441f7,d7d14787-196c-530e-9d7c-45a88f31a032,MEM,SAC,4,3.9,1.72,SLOB,FOU_S,-3,1,0,0,0,0,,Corner,1,1,3,3,SAC
22200424,12/15/2022,dded042f-0a95-5e7d-8710-c4213c0ca7c5,cd7691f3-0402-5d69-a971-123fde35ed1b,HOU,MIA,4,12.7,2.08,SLOB,FGX3,-3,0,1,0,1,0,41.91145742,ATB,,,,,MIA
22200963,3/5/2023,ee096cfd-004a-5841-ae65-bcf6955d8ba9,0c02a1ee-0fe8-594b-ae96-903d258a15fe,CHI,IND,4,2.7,0.6,SLOB,FGX3,-3,0,1,0,1,0,30.07426663,ATB,,,,,IND
22200166,11/9/2022,54319987-bfcb-5347-baaf-b10b53ed9aeb,6796a6a6-c407-5232-95e6-b8ab3dac59c3,CHI,NOP,4,18.7,17.44,SLOB,TO,-3,0,,,,,,,,,,,NOP
22200160,11/9/2022,b049ae8e-8cbe-5e45-9fe8-46497af9ebbd,8834b321-8f87-5b70-9f71-c682715642b9,IND,DEN,4,8.66,0,FGDRB,FGX3,-3,0,1,0,1,0,17.44864654,ATB,,,,,DEN
22200846,2/11/2023,51365e90-aa37-5c71-a2d9-7b332aec906d,c6c0bd39-4460-54ea-85c2-6042895e62be,BKN,PHI,4,0.9,0,SLOB,EPD,-3,0,,,,,,,,,,,PHI
22200426,12/15/2022,ddd01745-51f6-5de8-8167-f4162a90a999,8feb73a2-1097-5e6c-97a1-06d31f49ae2b,NOP,UTA,4,8.9,2.1,FGORB,FGM3,-3,3,1,1,1,1,37.1735749,Corner,,,,,UTA
